taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GOLD Analysis Project Type	Add Date	Assembly Method	Comments	Has Coverage	Is Public	Release Date	User Access	Contact Email	Contact Name	Is Published	Sequencing Method	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation Country	Latitude	Longitude	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
3300031948	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060911_MSe1	DOE Joint Genome Institute (JGI)	3300031948	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Metagenome Analysis	2018-12-03	spades v. 3.12.0		Yes	Yes	2019-02-01		dbhaya@stanford.edu	Devaki Bhaya	No	PacBio Sequel, Illumina NovaSeq	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats		0		USA: Wyoming	hot spring phototrophic mat	USA	44.5387	-110.798	272224727	574192	Unrestricted	
3300005860	*Microbiome	Permanent Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (SPADES assembly)	DOE Joint Genome Institute (JGI)	3300005860	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2015-09-14	SPADES v3.5.0		Yes	Yes	2016-06-02		nnivanova@lbl.gov, binskeep@montana.edu; jim.fredrickson@pnnl.gov	Natasha Ivanova, William P. Inskeep; Jim Fredrickson	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Acidic				Washburn Spring, Yellowstone National Park, Wyoming, USA	Sulfidic aquatic	USA	44.376	-110.69	391796779	608147	Restricted	
3300043112	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B6.10_Sample6.Rodeo10.Well662	DOE Joint Genome Institute (JGI)	3300043112	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2021-02-08	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2021-04-10		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	223825109	381116	Restricted	
3300009465	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS842 no min length	Marine Biological Laboratory	3300009465	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2016-06-09	Ray 2.3.1	released per JGI data release policy	No	Yes	2019-11-01		randerson@mbl.edu, randerson@carleton.edu	Rika Anderson	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2388		Mid-Cayman Rise, Pacific Ocean	marine hydrothermal vent	Undefined	18.375164	-81.797067	152766066	614373		
3300017476	*Microbiome	Permanent Draft	Bras del Port Julio 2014	Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CCAB Febrary 2014	University of Valencia	3300017476	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	Bras del Port Julio 2014	Metagenome Analysis	2017-05-05	idba.1.1.1	released by JGI data releasing policy	No	Yes	2021-03-03		ramosloles@gmail.com	Maria Dolores Ramos Barbero	No	Illumina	Environmental	Aquatic	Salt crystallizer ponds	Non-marine Saline and Alkaline	Unclassified				Bras del port Santa Pola, Alicante Spain	Non marine hypersaline water		38.1922	-0.5918	30057221	95672		
2010170001	*Microbiome	Draft	Hot spring microbial communities from Bison Spring, Yellowstone National Park, USA, analyzing thermal gradients	3_050719R	DOE Joint Genome Institute (JGI)	2010170001	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Bison Spring, Yellowstone National Park, USA, analyzing thermal gradients	Metagenome Analysis	2008-03-01	lucy / pga		No	Yes	2009-10-15		eshock@asu.edu	Everett Shock	No	Sanger	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2350	USA: Bison Pool / Rosette Geyser, Yellowstone National Park, Wyoming	Hot spring	USA	44.6	-110.9	28728092	43764	Unrestricted	
3300043115	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B6.5_Sample6.Rodeo5.Well1210	DOE Joint Genome Institute (JGI)	3300043115	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2021-02-08	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2021-04-10		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	118041785	210286	Restricted	
3300009462	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS872 no min length	Marine Biological Laboratory	3300009462	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2016-06-09	Ray 2.3.1	released per JGI data release policy	No	Yes	2019-11-01		randerson@mbl.edu, randerson@carleton.edu	Rika Anderson	No	Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2372		Mid-Cayman Rise	deep sea hydrothermal vent diffuse flow		18.375	-81.797	143000820	577634		
3300023481	*Microbiome	Permanent Draft	Marine microbial mats from Loihi Seamount, Hawaii, USA	Marine microbial mat from Loihi Seamount, Hawaii, USA - Ku'kulu Base Individual Assembly	Western Washington University	3300023481	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Marine microbial mats from Loihi Seamount, Hawaii, USA	Metagenome Analysis	2018-02-27	metaSPAdes v. 3.10.0	Metagenomes associated with bioRxiv doi:10.1101/722066	Yes	Yes	2019-09-02		hfullerton@gmail.com; cmoyer@hydro.biol.wwu.edu; mcallis@uw.edu	Heather Fullerton; Craig Moyer; Sean McAllister	No		Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats				Loihi Seamount, Hawaii, USA	Marine		18.903	-155.257	156417102	333962		
3300005141	*Microbiome	Permanent Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-R28 (Hybrid Assembly)	DOE Joint Genome Institute (JGI)	3300005141	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2015-05-16	MEGAHIT v. MEGAHIT v0.2.0	Released because they 6 months embargo/review period expired	Yes	Yes	2015-11-23		jim.fredrickson@pnnl.gov	Jim Fredrickson	No	Illumina HiSeq 2000, Illumina HiSeq 2500, PacBio RS, PacBio Sequel, PacBio RS II	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Hot Lake, Washington, USA	Hypersaline mat	USA	48.972613	-119.477608	95445861	148537	Restricted	
3300025775	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring sediment bacterial and archeal communities from British Columbia, Canada, to study Microbial Dark Matter (Phase II) - Dewar Creek DC2 2012 metaG (SPAdes)	DOE Joint Genome Institute (JGI)	3300025775	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2018-04-13	spades v. 3.11.1		Yes	Yes	2018-06-12		jkjarett@lbl.gov; rstepanauskas@bigelow.org; pfdunfie@ucalgary.ca	Jessica Jarett; Ramunas Stepanauskas; Peter Dunfield	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			1553	Canada: British Columbia	hot spring sediment	Canada	49.9543	-116.5155	179603298	232836	Unrestricted	
3300021471	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-2-3_MG	DOE Joint Genome Institute (JGI)	3300021471	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Microbial communities from sediments and microbial mats in various locations	Metagenome Analysis	2017-11-08	spades v. SPAdes version: 3.11.1-check		Yes	Yes	2018-01-07		bmacgreg@unc.edu	Barbara MacGregor	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats		2011		Mexico: Guaymas Basin	hydrothermal vent microbial mat	Mexico	27.0114	-110.5956	591576850	1186311	Unrestricted	
3300017815	*Microbiome	Permanent Draft	Archevir - Metagenome and diversity of hyperhalophilic archaeoviruses	Saline water viral communities from hypersaline pond near village of Ngallou, Senegal - P5	GATC-Biotech AG, Konstanz, Germany	3300017815	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Archevir - Metagenome and diversity of hyperhalophilic archaeoviruses	Metagenome Analysis	2017-05-16	Idba_ud		No	Yes			sroux@lbl.gov	Simon Roux	Yes	Illumina HiSeq 2000	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				village of Ngallou, Senegal	saline water	Senegal	14.0491	-16.7624	7259880	14725		
3300003747	*Microbiome	Permanent Draft	Cyanobacterial communities from the Joint Genome Institute, California, USA	Cyanobacterial communities from the Joint Genome Institute, California, USA from Joint Genome Institute, California, USA - FECB-24 metaG	DOE Joint Genome Institute (JGI)	3300003747	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Cyanobacterial communities from the Joint Genome Institute, California, USA	Metagenome Analysis	2014-12-08	SOAPdenovo,newbler,minimus2 v. Version 1.05: testing... 2010,(v2.8 (20120726_1306)),AMOS/3.1.0_1		Yes	Yes	2015-03-02		mhess@lbl.gov, mhess@ucdavis.edu	Matthias Hess	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats				USA: California	Cyanobacterial	USA	37.9313884	-122.0239394	63337982	105402	Unrestricted	
3300002078	*Microbiome	Permanent Draft	Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain	Hypersaline bacterial communities from Bras del Port, Santa Pola, Spain - Bacteroidetes AB577-P23	Lifesequencing S.L.	3300002078	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain	Metagenome Analysis	2013-12-13	SOAP	released per JGI data release policy	No	Yes	2019-11-01		m.martinez@ua.es	Manuel Martinez Garcia	No	454 GS FLX	Environmental	Aquatic	Salt crystallizer ponds	Non-marine Saline and Alkaline	Unclassified		0		Santa Pola salterns, Alicante, Spain	Hypersaline samples	Spain	38.184722	-0.629444	342247	792		
3300010967	*Microbiome	Permanent Draft	Inactive Hydrothermal Chimney Metagenome Study	Microbial communities from the inside layer of the microbial mat covering an inactive hydrothermal chimney from the Kolumbo submarine volcano, Santorini, Greece - V16_c.in	Hellenic Centre for Marine Research (HCMR)	3300010967	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Inactive Hydrothermal Chimney Metagenome Study	Metagenome Analysis	2016-10-14	MIRA 4.9.5_2	released by JGI data releasing policy	Yes	Yes	2020-03-03		ch.christakis@yahoo.gr	Christos Christakis	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats				Kolumbo submarine Volcano, Hellenic Volcanic Arc, Aegean Sea, Greece	Hydrothermal chimney microbial mat		36.52	25.48	181380085	307763		
3300000365	*Microbiome	Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Lake Tanatar, Kulunda Steppe, Russia - 9KL_010_SED	DOE Joint Genome Institute (JGI)	3300000365	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Metagenome Analysis	2012-09-01		released based on JGI ITS	Yes	Yes	2022-01-22		g.muijzer@uva.nl	Gerard Muyzer	No	Illumina HiSeq 2000	Environmental	Aquatic	Alkaline	Non-marine Saline and Alkaline	Sediment				Russia: Kulunda Steppe, Lake Tanatar	Alkaline sediment	Russia	51.39	79.48	642499223	1446424	Unrestricted	
3300026509	*Microbiome	Permanent Draft	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS-T MetaG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026509	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Metagenome Analysis	2018-04-19	spades v. 3.11.1		Yes	Yes	2018-06-18		dab14@psu.edu	Donald Bryant	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats				USA: Wyoming: Yellowstone National Park	Anoxygenic and chlorotrophic	USA	44.963	-110.715	387419405	699983	Unrestricted	
2015219001	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10 v1	DOE Joint Genome Institute (JGI)	2015219001	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Metagenome Analysis	2009-02-26	pga	released based on JGI ITS	No	Yes	2022-03-25		binskeep@montana.edu	William Inskeep, William P. Inskeep	Yes		Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2280	Yellowstone National Park, WY	Hot spring	USA	44.7523206	-110.7253926	5509727	10385	Unrestricted	
3300000362	*Microbiome	Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 1KL_011_SED	DOE Joint Genome Institute (JGI)	3300000362	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Metagenome Analysis	2012-08-30		released based on JGI ITS	Yes	Yes	2022-01-22		g.muijzer@uva.nl	Gerard Muyzer	No	Illumina HiSeq 2000	Environmental	Aquatic	Alkaline	Non-marine Saline and Alkaline	Sediment				Russia: Kulunda Steppe, Cock Lake	Alkaline sediment	Russia	52.06	79.09	641318510	1394818	Unrestricted	
3300040931	*Microbiome	Permanent Draft	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - FS5_Glycine_2	DOE Joint Genome Institute (JGI)	3300040931	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Metagenome Analysis	2020-08-16	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2020-10-15		roland.hatzenpichler@montana.edu	Roland Hatzenpichler	No	Illumina NovaSeq S4	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			2240	USA: Wyoming	Hot spring sediment	USA	44.5324	-110.7974	168108709	274563	Unrestricted	
3300021975	*Microbiome	Permanent Draft	Characterization of microbial community from Mariana Back Arc	Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927 _150kmer	Marine Biological Laboratory	3300021975	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Characterization of microbial community from Mariana Back Arc	Metagenome Analysis	2017-11-23	IDBA-UD 1.1.3	Trembath-Reichert et al. ?Active subseafloor microbial communities from Mariana back-arc venting fluids share metabolic strategies across different thermal niches and taxa?, ISMEJ 2019	No	Yes	2019-04-17		eliztr@gmail.com	Elizabeth Trembath-Reichert	No	Illumina NextSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		3278		Hafa Adai vent field, Mariana back arc basin	Hydrothermal vent fluids		16.96175748	144.8691905	436682860	858940		
3300023500	*Microbiome	Permanent Draft	Marine microbial mats from Loihi Seamount, Hawaii, USA	Marine microbial mat from Loihi Seamount, Hawaii, USA - Marker 39_BS4 Individual Assembly	Western Washington University	3300023500	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Marine microbial mats from Loihi Seamount, Hawaii, USA	Metagenome Analysis	2018-02-27	metaSPAdes v. 3.10.0	Metagenomes associated with bioRxiv doi:10.1101/722066	Yes	Yes	2019-09-02		hfullerton@gmail.com; cmoyer@hydro.biol.wwu.edu; mcallis@uw.edu	Heather Fullerton; Craig Moyer; Sean McAllister	No		Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats				Loihi Seamount, Hawaii, USA	Marine		18.902	-155.257	158674430	228348		
3300022428	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM2 JM35	AGRF	3300022428	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Herschel Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.996565	115.531482	43147937	73086		
3300007084	*Microbiome	Permanent Draft	Non-marine hypersaline water viral communities from Salar of UYUNI 2014 (Chile)	Non-marine hypersaline water viral communities from Salar Uyuni, Bolivia - ZN 5 Uyuni 2014	University of Alicante	3300007084	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Non-marine hypersaline water viral communities from Salar of UYUNI 2014 (Chile)	Metagenome Analysis	2016-01-05	IDBA 1.1.1 PRE correction	released per JGI data release policy	No	Yes	2019-11-01		m.martinez@ua.es	Manuel Martinez Garcia	No	Illumina MiSeq	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				Salar Uyuni, Bolivia	hypersaline water		-20.333333	-67.7	69488854	211144		
3300021588	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG	DOE Joint Genome Institute (JGI)	3300021588	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Microbial communities from sediments and microbial mats in various locations	Metagenome Analysis	2017-11-14	spades v. SPAdes version: 3.11.1-check		Yes	Yes	2018-01-14		bmacgreg@unc.edu	Barbara MacGregor	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats		2001		Mexico: Guaymas Basin	hydrothermal vent microbial mat	Mexico	27.0074	-110.591	95272852	208464	Unrestricted	
3300012094	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ858 (22.06)	DOE Joint Genome Institute (JGI)	3300012094	Environmental	Terrestrial	Soil	Desert	Unclassified	Polar desert microbial communities from Antarctic Dry Valleys	Metagenome Analysis	2016-11-24	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2017-01-23		caryc@udel.edu	Stephen Cary	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified			973	Antarctica: Dry Valley	Polar desert sand	Antarctica	-78.0741	163.8918	939158697	2036446	Unrestricted	
2166559006	*Microbiome	Finished	Grass soil microbial communities from Rothamsted Park plot 3d, Harpenden, UK	Grass soil microbial communities from Rothamsted Park, UK - FI (heavy metals 2g/kg) assembled	454 Life Sciences	2166559006	Environmental	Terrestrial	Soil	Unclassified	Grasslands	Grass soil microbial communities from Rothamsted Park plot 3d, Harpenden, UK	Metagenome Analysis	2011-06-12		released per JGI data release policy	No	Yes	2019-11-01		tom.delmont@ec-lyon.fr	Delmont	No	454 GS FLX Titanium	Environmental	Terrestrial	Unclassified	Soil	Grasslands		0 to .21	86	United Kingdom: Rothamsted, Harpenden	Grass soil	United Kingdom	51.804241	-0.372114	48397652	91659		
3300038324	*Microbiome	Permanent Draft	Hypersaline water viral communities from Lake Tyrrell, Australia	Hypersaline water viral communities from Lake Tyrrell, Australia - 2007At2	University of California, Berkeley	3300038324	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Hypersaline water viral communities from Lake Tyrrell, Australia	Metagenome Analysis	2020-03-23	Custom JGI assembly, Nielsen et. al.		Yes	Yes					No	Illumina GAIIx	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				Australia: Victoria, Lake Tyrrell	Hypersaline water	Australia	-35.309	142.795	11085819	29445		
3300013797	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly	Marine Biological Laboratory	3300013797	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2017-03-06	reassembly with IDBA_UD	released by JGI data releasing policy	No	Yes	2021-03-03		randerson@carleton.edu	Rika Anderson	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2376		Mid-Cayman Rise	hydrothermal vent diffuse flow fluid	Undefined	18.374735	-81.797326	196958927	248623		
3300013794	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS881 IDBA reassembly	Marine Biological Laboratory	3300013794	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2017-03-06	reassembly by IDBA-UD	released by JGI data releasing policy	No	Yes	2021-03-03		randerson@carleton.edu	Rika Anderson	No	Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2370		Mid Cayman Rise	diffuse flow hydrothermal vent		18.375	-81.797	121538689	229326		
3300050006	*Microbiome	Permanent Draft	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume viral communities from North Pacific Ocean - CTD-AT42-06-005-500m-0.03 v	DOE Joint Genome Institute (JGI)	3300050006	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Metagenome Analysis	2022-02-01	metaspades v. 3.15.2	released based on JGI ITS	Yes	Yes	2022-03-27		randerson@carleton.edu	Rika Anderson	No	Illumina NovaSeq S4	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		500		North Pacific Ocean	Hydrothermal vent plume	Pacific Ocean	8.41285	-104.4194	336747254	818785	Restricted	
3300021469	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-4-5_MG	DOE Joint Genome Institute (JGI)	3300021469	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Microbial communities from sediments and microbial mats in various locations	Metagenome Analysis	2017-11-08	spades v. SPAdes version: 3.11.1-check		Yes	Yes	2018-01-07		bmacgreg@unc.edu	Barbara MacGregor	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats		2011		Mexico: Guaymas Basin	hydrothermal vent microbial mat	Mexico	27.0114	-110.5956	417006857	883977	Unrestricted	
3300003655	*Microbiome	Permanent Draft	Arsenic contaminated sediment microbial communities from Roteang Village, Cambodia, amended with 13C-lactate	Arsenic contaminated sediment microbial communities from Roteang Village, Cambodia, amended with 13C-lactate		3300003655	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	Arsenic contaminated sediment microbial communities from Roteang Village, Cambodia, amended with 13C-lactate	Metagenome Analysis	2014-10-31		released by JGI data releasing policy	No	Yes	2020-03-03		a.rizoulis@manchester.ac.uk, arizoulis@gmail.com	Athanasios Rizoulis	No	454 GS FLX	Environmental	Terrestrial	Unclassified	Deep subsurface	Unclassified		6 to 7	11	Roteang Village, Phnom Penh, Cambodia	Arsenic contaminated sediment 	Cambodia	11.5044	105.0336	1978262	4480		
3300019863	*Microbiome	Finished	Marine microbial communities from Tor Caldara	Marine established microbial mat bacterial communities from Tor Caldara shallow water vent, Tyrrhenian Sea, Italy - TCM1 re-assembly(megahit)	Molecular Research LP (MR DNA)	3300019863	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Marine microbial communities from Tor Caldara	Metagenome Analysis	2017-07-27	Megahit	released by JGI data releasing policy	No	Yes	2021-03-03		sushmita.patwardhan@gmail.com	Sushmita Patwardhan	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats				Tyrrhenian Sea, Italy	Marine microbial mat		41.48583333	12.58972222	226385715	479229		
3300006080	*Microbiome	Permanent Draft	Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea	Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid E	Max Planck Institute for Plant Breeding Research	3300006080	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea	Metagenome Analysis	2015-10-16	idba_ud v 1.1.1	released per JGI data release policy	Yes	Yes	2019-11-01		dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at	Dimitri Meier	No		Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow				Manus Basin, Bismarck Sea	diffuse hydrothermal fluid		-3.720639	151.675313	504328220	863594		
