taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	
3300034046	*Microbiome	Permanent Draft	Deception Metagenome	Glacier sediment microbial communities near Whalers Bay, Deception Island, Antarctica - WBC1	The Brazilian National Council for Scientific and Technological Development (CNPq)	3300034046	25958417	38531	19365	
3300011266	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Malanjkhand copper mine, India	Acid mine drainage microbial communities from Malanjkhand copper mine, India - M16 k-mer 55	Xcelris labs Ltd	3300011266	263997598	706706	568293	
3300005198	*Microbiome	Permanent Draft	Mallorca 2014 E2	E2 T9	University of Alicante	3300005198	106017632	312475	245454	
3300045902	*Microbiome	Permanent Draft	Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand	Microbial mat bacterial communities from hot spring in Waikite Valley, New Zealand - LMW_ETR_NZ_2018_Waikite_7_2	DOE Joint Genome Institute (JGI)	3300045902	920136135	1212008	505473	
3300022426	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1BM2 JM92	AGRF	3300022426	59235800	96666	59615	
3300018894	*Microbiome	Permanent Draft	Biological soil crust microbial communities from Moab Desert,  Utah to study responses to pulsed climate events	Soil crust microbial communities from Colorado Plateau, Utah, USA - early stage, bundles v1	QB3 Vincent J. Coates Genomics Sequencing Laboratory	3300018894	299690439	538688	370421	
3300034220	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Biocrust microbial communities from Mojave Desert, California, United States - 17HMC	DOE Joint Genome Institute (JGI)	3300034220	377634642	871372	691077	
3300001522	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from Tui Malila, Pacific Ocean, of black smokers	Hydrothermal vent plume microbial communities from Mariner/Tui Malila, Pacific Ocean, of black smokers		3300001522	222169584	385075	199555	
3300018080	*Microbiome	Permanent Draft	Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA	Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA - SS_1_D_1 metaG	DOE Joint Genome Institute (JGI)	3300018080	2433289617	4778112	3051520	
3300003513	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS828_N3Area_DNA		3300003513	60945433	135876	109860	
2007309001	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring planktonic communities from Yellowstone Bath Hot Springs, Wyoming, USA	DOE Joint Genome Institute (JGI)	2007309001	20451936	29804	16927	
3300031783	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090729_R4cd	DOE Joint Genome Institute (JGI)	3300031783	339344957	696376	541074	
3300014822	*Microbiome	Permanent Draft	Bacterial communities from hot springs in Japan	Sediment microbial communities from hot springs in Jinata Onsen, Shikinejima, Japan - Pool 1	California Institute of Technology	3300014822	319205967	526669	330909	
3300022334	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL2WO2 JM14	AGRF	3300022334	30145329	56801	40612	
3300000109	*Microbiome	Permanent Draft	Hot Spring microbial communities from Great Boiling Spring, Nevada	Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C v2 (version 2)	DOE Joint Genome Institute (JGI)	3300000109	72039733	136858	65485	
3300041011	*Microbiome	Permanent Draft	Cryoconite microbiome from cryoconites in White Glacier on Axel Heiberg Island, Canada	Cryoconite microbial community from White Glacier on Axel Heiberg Island, Canada - Core2dyeA	McGill University	3300041011	1135717	1965	283	
3300003081	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Carnoules, Gard, France	Acid Mine Drainage microbial communities from Carnoules, Gard, France, bin 4	CEA Genoscope	3300003081	2701983	2749	61	
3300000477	*Microbiome	Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Lake Bitter, Kulunda Steppe, Russia - 5KL_010_SED	DOE Joint Genome Institute (JGI)	3300000477	312269109	692367	434361	
3300015080	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G6C, Proglacial plain, adjacent to northern proglacial tributary)	University of Bristol	3300015080	98312835	219191	162862	
3300032431	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-02 (spades assembly) (version 2)	DOE Joint Genome Institute (JGI)	3300032431	1569321533	3122612	2224184	
3300005857	*Microbiome	Permanent Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Hot spring and microbial mat streamer communities from Octopus Spring Streamers, Yellowstone National Park, USA - OCT_B (SPADES assembly) (version 2)	DOE Joint Genome Institute (JGI)	3300005857	118250478	224129	125690	
3300009462	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS872 no min length	Marine Biological Laboratory	3300009462	143000820	577634	571764	
3300005412	*Microbiome	Permanent Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-SLE	DOE Joint Genome Institute (JGI)	3300005412	96810703	127429	47999	
3300003511	*Microbiome	Permanent Draft	Marine hydrothermal diffuse flow vent microbial communities from the Mid-Cayman Rise, Caribbean Sea	Marine hydrothermal diffuse flow vent microbial communities from the Mid-Cayman Rise, Caribbean Sea - Sample FS856	Marine Biological Laboratory	3300003511	63897472	70982	14239	
3300032034	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060911_MSe2	DOE Joint Genome Institute (JGI)	3300032034	306668012	627606	474367	
3300038376	*Microbiome	Permanent Draft	Cryoconite microbiome from cryoconites in White Glacier on Axel Heiberg Island, Canada	Cryoconite microbial community from White Glacier on Axel Heiberg Island, Canada - Core2Full2Conc	McGill University	3300038376	42092792	69438	20785	
3300021471	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-2-3_MG	DOE Joint Genome Institute (JGI)	3300021471	591576850	1186311	818092	
3300003886	*Microbiome	Permanent Draft	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean - Sample 1	Beijing Genomics Institute (BGI)	3300003886	1707488258	3028071	1906936	
3300007840	*Microbiome	Permanent Draft	Microbial communities from hot springs in different districts of India	Microbial communities from hot springs in Kheda district, Gujarat, India - Lasundra	Anand Agricultural University	3300007840	95833648	449979	580742	
3300013799	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS848 IDBA reassembly	Marine Biological Laboratory	3300013799	135175138	288842	209693	
3300003892	*Microbiome	Permanent Draft	Hot spring sediment microbial communities from Chocolate Pots, Yellowstone National Park, Wyoming that are  Fe(III) reducing	Hot spring sediment microbial communities from Chocolate Pots, Yellowstone National Park, Wyoming that are Fe(III) reducing - CP Core 2, 1cm	University of Wisconsin, Madison	3300003892	322090064	626914	292838	
3300022481	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Malanjkhand copper mine, India	Acid mine drainage microbial communities from Malanjkhand copper mine, India - T4 Kmer_63	Indian Institute of Technology, kharagpur	3300022481	41955986	129241	116229	
3300001591	*Microbiome	Permanent Draft	Saline water concentrator pond microbial communities from Bras del Port saltern, Santa Pola, Spain	Saline water concentrator pond microbial communities from Bras del Port saltern, Spain - SS19R	GATC-Biotech AG, Konstanz, Germany	3300001591	159247843	795739	775876	
3300003083	*Microbiome	Permanent Draft	Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA	Acid Mine Drainage (ARMAN) microbial communities from Richmond mine, Iron Mountain, CA, sample from UBA Biofilm	DOE Joint Genome Institute (JGI), University of California, Berkeley	3300003083	2632775	2766	84	
3300026169	*Microbiome	Permanent Draft	Utah desert microbiome from environmental samples near Hanksville, Utah, USA	Dry sediment microbial communities from Utah desert near Hanksville, Utah, USA - S2.2	McGill University	3300026169	3822825	5432	1430	
3300001780	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Vondamm Supr46		3300001780	179566894	265480	117536	
3300034002	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Biocrust microbial communities from Mojave Desert, California, United States - 16HMC	DOE Joint Genome Institute (JGI)	3300034002	215453156	483083	383114	
3300022392	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL1GP1 JM64	AGRF	3300022392	39383477	76397	53579	
2140918014	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in Juan de Fuca Ridge, Pacific Ocean	Marine microbial communities from hydrothermal vents in Juan de Fuca Ridge - 3A2 Outer Chimney	Duke University	2140918014	279430833	842566	700606	
3300006865	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring sediment bacterial and archeal communities from British Columbia, Canada, to study Microbial Dark Matter (Phase II) - Larsen N4 metaG	DOE Joint Genome Institute (JGI)	3300006865	1666775961	2740860	1429356	
3300004286	*Microbiome	Finished	Recombinant microbial communities from the University of Alicante, Spain	Recombinant microbial communities from the University of alicante. Spain. 2014. Down 10kb	454 Life Sciences	3300004286	2859197	3007	712	
3300022323	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL1GP3 JM45	AGRF	3300022323	18856303	40156	30193	
3300017991	*Microbiome	Permanent Draft	Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA	Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA - SS_1_D_2 metaG	DOE Joint Genome Institute (JGI)	3300017991	2512145095	4952026	3351914	
3300011200	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 6 - S13.3.30.a - transect 3, age 5 years, surface depth)	University of Bristol	3300011200	16375348	44461	36952	
3300017512	*Microbiome	Permanent Draft	Bras del Port Febrero 2015	Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CCAB Febrary 2015	University of Valencia	3300017512	45799695	140248	101612	
3300006077	*Microbiome	Permanent Draft	Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea	Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid B	Max Planck Institute for Plant Breeding Research	3300006077	528852717	771392	300878	
3300003120	*Microbiome	Permanent Draft	Marine microbial communities from saline anoxic brine of the deep-sea hypersaline anoxic lake (DHAL) Thetis	Extremely saline anoxic brine microbial communities from Lake Thetis, Australia		3300003120	9263949	21198	12668	
3300028498	*Microbiome	Permanent Draft	Glacial microbial communities from Tirich Mir Glacier, Hindukush range Chitral, Pakistan	Glacial sediment microbial communities from Tirich Mir Glacier, Hindukush range Chitral, Pakistan - T08 T08	University of Bristol	3300028498	131342471	152449	29133	
3300000365	*Microbiome	Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Lake Tanatar, Kulunda Steppe, Russia - 9KL_010_SED	DOE Joint Genome Institute (JGI)	3300000365	642499223	1446424	948395	
3300007070	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring sediment bacterial and archeal communities from British Columbia, Canada, to study Microbial Dark Matter (Phase II) - Dewar Creek DC2 2012 metaG	DOE Joint Genome Institute (JGI)	3300007070	206314244	287708	110102	
3300015089	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G8A, Adjacent to main proglacial river, end of transect (Watson river))	University of Bristol	3300015089	128282042	304977	236649	
3300001551	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from Lau Basin, Pacific Ocean	Hydrothermal vent plume microbial communities from Lau Basin, Pacific Ocean - Lau MG2b		3300001551	1101951	1758	883	
3300017464	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS376 with 0.1UM filter	JGI facility at Oak Ridge National Laboratory	3300017464	21842910	58251	38595	
3300021494	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-2-3_MG	DOE Joint Genome Institute (JGI)	3300021494	132448079	295983	215519	
3300000084	*Microbiome	Permanent Draft	Hot Spring microbial communities from Great Boiling Spring, Nevada	Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment CS 85C v1	DOE Joint Genome Institute (JGI)	3300000084	56055567	92428	45742	
3300027985	*Microbiome	Permanent Draft	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean - BSmoChi-MAR-TVG12	Beijing Genomics Institute (BGI)	3300027985	2983016757	3591198	1213769	
3300014913	*Microbiome	Permanent Draft	Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico	Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay1, Core 4569-9, 0-3 cm	DOE Joint Genome Institute (JGI)	3300014913	1541311432	3433281	2490256	
3300022725	*Microbiome	Permanent Draft	Solar saltern microbial communities from the Namib Desert	Sediment microbial communities from solar saltern in the Namib Desert, Gobabeb, Namibia - Hosabes source 2017	Genewiz Inc.	3300022725	692001242	983448	438407	
3300028820	*Microbiome	Permanent Draft	Microbial communities from Yellowstone National Park hot springs 2017	Hot spring sediment microbial communities from Mixy Fritzy, Yellowstone National Park, USA - 170630D	University of Minnesota	3300028820	213192026	395775	286391	
3300028496	*Microbiome	Permanent Draft	Glacial sediment microbial communities from Siachen glacier, sub-Himalayan, Skardu, Pakistan	Glacial sediment microbial communities from Siachen glacier, sub-Himalayan, Skardu, Pakistan - SS SS	University of Bristol	3300028496	47880983	57923	10445	
3300007771	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_Marker33_DNA CLC_assembly	Marine Biological Laboratory	3300007771	336912167	625924	382557	
3300003539	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS891_Anemone_DNA		3300003539	378883382	883442	712656	
3300032176	*Microbiome	Permanent Draft	Microbial communities from the deep biosphere	Hydrothermal vent fluid microbial communities from Atlantic Lost City Hydrothermal Field, Atlantic Ocean - LC_HO8_2_2 re-assembly	Marine Biological Laboratory	3300032176	255018991	622963	516092	
3300018914	*Microbiome	Permanent Draft	Biological soil crust microbial communities from Moab Desert,  Utah to study responses to pulsed climate events	Soil crust microbial communities from Colorado Plateau, Utah, USA - early stage, 42 hrs after wetting v1	QB3 Vincent J. Coates Genomics Sequencing Laboratory	3300018914	311456324	567476	370783	
3300012185	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ353 (21.06)	DOE Joint Genome Institute (JGI)	3300012185	687481136	1523026	1080715	
3300028894	*Microbiome	Permanent Draft	Axial Seamount Reassemblies	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA IDBA_UD reassembly	Marine Biological Laboratory	3300028894	220336933	482588	356340	
3300001921	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Shallow Sites - gte4kb		3300001921	424665720	665288	326156	
3300001679	*Microbiome	Permanent Draft	Black smokers hydrothermal plume microbial communities from Tahi Moana, Lau Basin, Pacific Ocean	Black smokers hydrothermal plume microbial communities from Tahi Moana, Lau Basin, Pacific Ocean		3300001679	213649834	270314	66057	
3300022462	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP2 JM80	AGRF	3300022462	68608429	111962	69554	
3300007279	*Microbiome	Permanent Draft	Hydrothermal vent microbial communities from Crab Spa hydrothermal vent, East Pacific Rise	Hydrothermal vent microbial communities from Crab Spa hydrothermal vent, East Pacific Rise - large volume pump, sample 4	Bigelow Laboratory Single Cell Genomics Center (SCGC)	3300007279	62973825	170835	143327	
3300022415	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM3 JM99	AGRF	3300022415	49209921	87325	58295	
3300015064	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G7B, Adjacent to main proglacial river, mid transect (Watson river))	University of Bristol	3300015064	58507862	116438	81726	
3300005753	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - mega-assembly	Marine Biological Laboratory	3300005753	589999552	770870	259954	
3300039600	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Moab, Southern Rockies & Colorado Plateau, UT, USA - MOAB_001-M-20160727-COMP-DNA1	Battelle Memorial Institute	3300039600	86509275	232633	192806	
3300003979	*Microbiome	Permanent Draft	Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge	Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge - MGW_B	Max Planck Institute for Plant Breeding Research	3300003979	81812881	95573	28272	
3300011239	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 1 - S13.2.10.a - transect 2, age 0 years, surface depth)	University of Bristol	3300011239	33376241	87933	73894	
3300007516	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - FRY-01	DOE Joint Genome Institute (JGI)	3300007516	1540040192	2737709	1852464	
3300038494	*Microbiome	Permanent Draft	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA	Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC751110	University of California, Berkeley	3300038494	11505339	15463	4338	
3300038487	*Microbiome	Permanent Draft	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA	Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC750910	University of California, Berkeley	3300038487	12568986	15639	2610	
3300022440	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM2 JM89	AGRF	3300022440	53746517	101022	68856	
3300015165	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G3A, Proglacial river margin, by glacier terminus)	University of Bristol	3300015165	186606224	398443	274719	
3300006081	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA	Marine Biological Laboratory	3300006081	249836472	581619	423975	
3300018946	*Microbiome	Permanent Draft	Biological soil crust microbial communities from Moab Desert,  Utah to study responses to pulsed climate events	Soil crust microbial communities from Colorado Plateau, Utah, USA - mid-late stage, 0 min after wetting v1	QB3 Vincent J. Coates Genomics Sequencing Laboratory	3300018946	494559904	971102	706246	
3300001390	*Microbiome	Permanent Draft	Hydrothermal vent microbial communities from the Southwest Indian Ridge	SMAR1		3300001390	25572676	46148	22931	
3300022352	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP1 JM37	AGRF	3300022352	44004216	71777	45811	
3300017521	*Microbiome	Permanent Draft	Bras del Port Febrero 2014	Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CM2 Febrary 2014	University of Valencia	3300017521	57169991	197403	162100	
3300009084	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-03 (megahit assembly)	DOE Joint Genome Institute (JGI)	3300009084	2901273730	5054607	3193026	
3300018045	*Microbiome	Permanent Draft	Marine microbial communities from Tor Caldara	Marine pioneer microbial mat bacterial communities from Tor Caldara shallow water vent, Tyrrhenian Sea, Italy - TCM3	Molecular Research LP (MR DNA)	3300018045	86014938	133940	75631	
3300021511	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG	DOE Joint Genome Institute (JGI)	3300021511	303118174	607177	438171	
3300009485	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS877 no min length	Marine Biological Laboratory	3300009485	194341827	887044	920289	
3300021484	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-3-4_MG	DOE Joint Genome Institute (JGI)	3300021484	106167820	214538	152186	
3300005755	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS849	Marine Biological Laboratory	3300005755	380429	494	274	
3300017459	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS374 with 3.0UM filter	JGI facility at Oak Ridge National Laboratory	3300017459	12224494	26920	18088	
3300018917	*Microbiome	Permanent Draft	Biological soil crust microbial communities from Moab Desert,  Utah to study responses to pulsed climate events	Soil crust microbial communities from Colorado Plateau, Utah, USA - early-mid stage, 0 min after wetting v1	QB3 Vincent J. Coates Genomics Sequencing Laboratory	3300018917	364021660	732148	539766	
3300022451	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM1 JM55	AGRF	3300022451	45381324	85133	59568	
3300034139	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Biocrust microbial communities from Mojave Desert, California, United States - 52SNC	DOE Joint Genome Institute (JGI)	3300034139	246527862	602662	486942	
3300031245	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_P4	DOE Joint Genome Institute (JGI)	3300031245	368404207	717367	532859	
3300034008	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Biocrust microbial communities from Mojave Desert, California, United States - 38SMC	DOE Joint Genome Institute (JGI)	3300034008	348254223	763492	584703	
3300000557	*Microbiome	Permanent Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Lake Tanatar, Kulunda Steppe, Russia - 8KL_010_SED	DOE Joint Genome Institute (JGI)	3300000557	586845807	1214286	719609	
3300022398	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM1 JM34	AGRF	3300022398	44064950	76225	50656	
3300012094	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ858 (22.06)	DOE Joint Genome Institute (JGI)	3300012094	939158697	2036446	1507511	
3300015163	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Rabots glacier, Tarfala, Sweden (Sample Rb1b, glacier snout)	University of Bristol	3300015163	181694382	378873	275858	
3300028423	*Microbiome	Permanent Draft	Bras del Port September 2017	Non-marine hypersaline water viralcommunities from Bras del Port saltern ponds, Alicante, Spain - BRAS_September 2016	University of Alicante	3300028423	122703350	308626	204012	
3300017537	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS376 with 3.0UM filter	JGI facility at Oak Ridge National Laboratory	3300017537	21123845	46334	31012	
3300021500	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-5-6_MG	DOE Joint Genome Institute (JGI)	3300021500	159679707	329643	232630	
3300017787	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ497 (22.06) (version 2) (version 2)	DOE Joint Genome Institute (JGI)	3300017787	1750641913	3620202	2433776	
3300017815	*Microbiome	Permanent Draft	Archevir - Metagenome and diversity of hyperhalophilic archaeoviruses	Saline water viral communities from hypersaline pond near village of Ngallou, Senegal - P5	GATC-Biotech AG, Konstanz, Germany	3300017815	7259880	14725	3017	
