taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Is Public	Public Release Date	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status
2761201827	Eukaryota	Permanent Draft	"Forest soil microbial communities from France, Sweden and USA, for metatranscriptomics studies"	Colletotrichum fioriniae MH 18 Standard Draft	DOE Joint Genome Institute (JGI)	2761201827	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fioriniae	Yes	12/18/17	49628719	15777	Unrestricted
2761201738	Eukaryota	Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Metschnikowia bicuspidata bicuspidata NRRL YB-4993	DOE Joint Genome Institute (JGI)	2761201738	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia bicuspidata	Yes	12/18/17	16018964	5851	Unrestricted
2761201876	Eukaryota	Permanent Draft	Sequencing of pathogens and extremophiles in the Dothideomycetes	Zasmidium cellare ATCC 36951 (v2)	DOE Joint Genome Institute (JGI)	2761201876	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium cellare	Yes	12/18/17	37941738	16015	Unrestricted
2761201645	Eukaryota	Permanent Draft	1000 Fungal Genomes	Xylona heveae TC161	DOE Joint Genome Institute (JGI)	2761201645	Ascomycota	Xylonomycetes	Xylonales	Xylonaceae	Xylona	Xylona heveae	Yes	12/18/17	24315202	8205	Unrestricted
2761201722	Eukaryota	Permanent Draft	The varieties of the black yeast-like fungus Aureobasidium pullulans: evolution and use in biotechnology	Aureobasidium pullulans var. pullulans EXF-150	DOE Joint Genome Institute (JGI)	2761201722	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	Yes	12/18/17	29335086	11866	Unrestricted
2761201719	Eukaryota	Permanent Draft	Dothideomycete sequencing and comparative analysis	Sphaerulina musiva SO2202	DOE Joint Genome Institute (JGI)	2761201719	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina	Sphaerulina musiva	Yes	12/18/17	29235106	10233	Unrestricted
2761201845	Eukaryota	Permanent Draft	Phylogenomics and the origin and diversification of Kingdom Fungi	Symbiotaphrina kochii CBS 250.77	DOE Joint Genome Institute (JGI)	2761201845	Ascomycota	unclassified	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina	Symbiotaphrina kochii	Yes	12/18/17	24823500	10482	Unrestricted
2761201673	Eukaryota	Permanent Draft	Cochliobolus: expanded and deepened	Bipolaris oryzae ATCC 44560	DOE Joint Genome Institute (JGI)	2761201673	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris oryzae	Yes	12/18/17	31022635	12007	Unrestricted
2761201808	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium raistrickii ATCC 10490	DOE Joint Genome Institute (JGI)	2761201808	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium raistrickii	Yes	12/18/17	31222299	11368	Unrestricted
2761201779	Eukaryota	Permanent Draft	1000 Fungal Genomes	Aaosphaeria arxii CBS 175.79	DOE Joint Genome Institute (JGI)	2761201779	Ascomycota	Dothideomycetes	Pleosporales	unclassified	Aaosphaeria	Aaosphaeria arxii	Yes	12/18/17	38896484	14203	Unrestricted
2761201608	Eukaryota	Permanent Draft	Neurospora	Neurospora tetrasperma FGSC 2509	DOE Joint Genome Institute (JGI)	2761201608	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma	Yes	12/18/17	38986950	11192	Unrestricted
2761201873	Eukaryota	Permanent Draft	"Mycosphaerella fijiensis, Cercospora zeae-maydis and Cercospora beticola"	Pseudocercospora fijiensis CIRAD86	DOE Joint Genome Institute (JGI)	2761201873	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	Yes	12/18/17	72992616	13107	Unrestricted
2761201770	Eukaryota	Permanent Draft	1000 Fungal Genomes	Trematosphaeria pertusa CBS 122368	DOE Joint Genome Institute (JGI)	2761201770	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	Trematosphaeria pertusa	Yes	12/18/17	47176696	17306	Unrestricted
2761201891	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Hyaloscypha bicolor E	DOE Joint Genome Institute (JGI)	2761201891	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor	Yes	12/18/17	82129257	18619	Unrestricted
2761201696	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Cyberlindnera jadinii NRRL Y-1542	DOE Joint Genome Institute (JGI)	2761201696	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii	Yes	12/18/17	12997948	6038	Unrestricted
2761201844	Eukaryota	Permanent Draft	Genome sequencing of the chestnut blight fungus Cryphonectria parasitica	Cryphonectria parasitica EP155	DOE Joint Genome Institute (JGI)	2761201844	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	Cryphonectria parasitica	Yes	12/18/17	43826139	11604	Unrestricted
2761201710	Eukaryota	Permanent Draft	Dekkera (Brettanomyces) bruxellensis	Brettanomyces bruxellensis CBS 2499	DOE Joint Genome Institute (JGI)	2761201710	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis	Yes	12/18/17	13349030	5636	Unrestricted
2761201863	Eukaryota	Permanent Draft	1000 Fungal Genomes	Polychaeton citri CBS 116435	DOE Joint Genome Institute (JGI)	2761201863	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Polychaeton	Polychaeton citri	Yes	12/18/17	26781109	10582	Unrestricted
2761201852	Eukaryota	Permanent Draft	FGP Biocontrol Fungi	Trichoderma longibrachiatum ATCC 18648	DOE Joint Genome Institute (JGI)	2761201852	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma longibrachiatum	Yes	12/18/17	31811154	10938	Unrestricted
2761201743	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus luchuensis CBS 106.47	DOE Joint Genome Institute (JGI)	2761201743	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	Yes	12/18/17	37283697	13530	Unrestricted
2761201802	Eukaryota	Permanent Draft	1000 Fungal Genomes	Phyllosticta citriasiana CBS 120486	DOE Joint Genome Institute (JGI)	2761201802	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citriasiana	Yes	12/18/17	32249697	11368	Unrestricted
2761201769	Eukaryota	Permanent Draft	1000 Fungal Genomes	Westerdykella ornata CBS 379.55	DOE Joint Genome Institute (JGI)	2761201769	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata	Yes	12/18/17	26966709	10410	Unrestricted
2761201715	Eukaryota	Permanent Draft	Cochliobolus heterostrophus resequencing - 4 strains	Bipolaris maydis ATCC 48331	DOE Joint Genome Institute (JGI)	2761201715	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	Yes	12/18/17	32817917	12720	Unrestricted
2761201896	Eukaryota	Permanent Draft	1000 Fungal Genomes	Gymnascella citrina NRRL 5970	DOE Joint Genome Institute (JGI)	2761201896	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnascella	Gymnascella citrina	Yes	12/18/17	25119253	9779	Unrestricted
2761201849	Eukaryota	Permanent Draft	1000 Fungal Genomes	Pleomassaria siparia CBS 279.74	DOE Joint Genome Institute (JGI)	2761201849	Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	Pleomassaria	Pleomassaria siparia	Yes	12/18/17	42823026	13486	Unrestricted
2761201861	Eukaryota	Permanent Draft	1000 Fungal Genomes	Aplosporella prunicola CBS 121167	DOE Joint Genome Institute (JGI)	2761201861	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella prunicola	Yes	12/18/17	32659373	12579	Unrestricted
2761201757	Eukaryota	Permanent Draft	Nectria haematococca MPVI	Fusarium haematococca MPVI 77-13-4	DOE Joint Genome Institute (JGI)	2761201757	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii	Yes	12/18/17	51080488	15707	Unrestricted
2761201661	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Hyphopichia burtonii NRRL Y-1933	DOE Joint Genome Institute (JGI)	2761201661	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	Hyphopichia burtonii	Yes	12/18/17	12398782	6002	Unrestricted
2761201693	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus glaucus CBS 516.65	DOE Joint Genome Institute (JGI)	2761201693	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus	Yes	12/18/17	27984013	11277	Unrestricted
2761201666	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Saitoella complicata NRRL Y-17804	DOE Joint Genome Institute (JGI)	2761201666	Ascomycota	unclassified	unclassified	unclassified	Saitoella	Saitoella complicata	Yes	12/18/17	14136186	7034	Unrestricted
2761201794	Eukaryota	Permanent Draft	1000 Fungal Genomes	Tothia fuscella CBS 130266	DOE Joint Genome Institute (JGI)	2761201794	Ascomycota	Dothideomycetes	Venturiales	Cylindrosympodiaceae	Tothia	Tothia fuscella	Yes	12/18/17	36090674	13685	Unrestricted
2761201732	Eukaryota	Permanent Draft	Connecting fungal phenotypes to genotypes in Neurospora crassa	Neurospora crassa 73 trp-3	DOE Joint Genome Institute (JGI)	2761201732	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa	Yes	12/18/17	40120525	11978	Unrestricted
2761201799	Eukaryota	Permanent Draft	1000 Fungal Genomes	Macroventuria anomochaeta CBS 525.71	DOE Joint Genome Institute (JGI)	2761201799	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Macroventuria anomochaeta	Yes	12/18/17	33325630	12954	Unrestricted
2761201621	Eukaryota	Permanent Draft	JBEI- Transcriptomics and Genomics of a Natural Fungal Community in an Extreme Environment	Acidomyces richmondensis BFW	DOE Joint Genome Institute (JGI)	2761201621	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Acidomyces	Acidomyces sp. 'richmondensis'	Yes	12/18/17	26341705	10352	Unrestricted
2761201817	Eukaryota	Permanent Draft	1000 Fungal Genomes	Karstenula rhodostoma CBS 690.94	DOE Joint Genome Institute (JGI)	2761201817	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Karstenula	Karstenula rhodostoma	Yes	12/18/17	44313328	15043	Unrestricted
2761201784	Eukaryota	Permanent Draft	1000 Fungal Genomes	Morchella importuna CCBAS932	DOE Joint Genome Institute (JGI)	2761201784	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella importuna	Yes	12/18/17	47463359	11600	Unrestricted
2761201683	Eukaryota	Permanent Draft	1000 Fungal Genomes	Lepidopterella palustris CBS 459.81	DOE Joint Genome Institute (JGI)	2761201683	Ascomycota	Dothideomycetes	Mytilinidiales	Argynnaceae	Lepidopterella	Lepidopterella palustris	Yes	12/18/17	41687090	13870	Unrestricted
2761201826	Eukaryota	Permanent Draft	Dothideomycete sequencing and comparative analysis	Cercospora zeae-maydis SCOH1-5	DOE Joint Genome Institute (JGI)	2761201826	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora zeae-maydis	Yes	12/18/17	42744999	12020	Unrestricted
2761201877	Eukaryota	Permanent Draft	1000 Fungal Genomes	Lophiostoma macrostomum CBS 122681	DOE Joint Genome Institute (JGI)	2761201877	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma macrostomum	Yes	12/18/17	41056062	16160	Unrestricted
2761201772	Eukaryota	Permanent Draft	1000 Fungal Genomes	Amniculicola lignicola CBS 123094	DOE Joint Genome Institute (JGI)	2761201772	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Amniculicola	Amniculicola lignicola	Yes	12/18/17	48356769	15590	Unrestricted
2761201648	Eukaryota	Permanent Draft	Ogataea polymorpha NCYC 495 leu1.1	Ogataea polymorpha NCYC 495 leu1.1	DOE Joint Genome Institute (JGI)	2761201648	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea polymorpha	Yes	12/18/17	8974850	5177	Unrestricted
2761201768	Eukaryota	Permanent Draft	A Phylogenomic Framework to Investigate Fungal Thermophily	Canariomyces arenarius CBS 508.74	DOE Joint Genome Institute (JGI)	2761201768	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Canariomyces	Canariomyces arenarius	Yes	12/18/17	30987341	10954	Unrestricted
2761201855	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium fellutanum ATCC 48694	DOE Joint Genome Institute (JGI)	2761201855	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium fellutanum	Yes	12/18/17	30184077	11300	Unrestricted
2761201805	Eukaryota	Permanent Draft	1000 Fungal Genomes	Ophiobolus disseminans CBS 113818	DOE Joint Genome Institute (JGI)	2761201805	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiobolus	Ophiobolus disseminans	Yes	12/18/17	41624392	16027	Unrestricted
2761201850	Eukaryota	Permanent Draft	Fungal Genome Program Extremophiles	Sodiomyces alkalinus F11	DOE Joint Genome Institute (JGI)	2761201850	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alkalinus	Yes	12/18/17	43438840	9411	Unrestricted
2761201605	Eukaryota	Permanent Draft	1000 Fungal Genomes	Mollisia scopiformis CBS 120377	DOE Joint Genome Institute (JGI)	2761201605	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia scopiformis	Yes	12/18/17	48843359	18559	Unrestricted
2761201886	Eukaryota	Permanent Draft	"Forest soil microbial communities from France, Sweden and USA, for metatranscriptomics studies"	Chalara longipes BDJ	DOE Joint Genome Institute (JGI)	2761201886	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Stipitochalara	Stipitochalara longipes	Yes	12/18/17	52407844	19765	Unrestricted
2761201800	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Choiromyces venosus 120613-1	DOE Joint Genome Institute (JGI)	2761201800	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Choiromyces	Choiromyces venosus	Yes	12/18/17	123317109	17986	Unrestricted
2761201830	Eukaryota	Permanent Draft	1000 Fungal Genomes	Wilcoxina mikolae CBS 423.85	DOE Joint Genome Institute (JGI)	2761201830	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae	Yes	12/18/17	105118545	13093	Unrestricted
2761201635	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Oidiodendron maius Zn	DOE Joint Genome Institute (JGI)	2761201635	Ascomycota	Leotiomycetes	unclassified	Myxotrichaceae	Oidiodendron	Oidiodendron maius	Yes	12/18/17	46279216	16703	Unrestricted
2761201889	Eukaryota	Permanent Draft	"Forest soil microbial communities from France, Sweden and USA, for metatranscriptomics studies"	Ilyonectria europaea PMI-82	DOE Joint Genome Institute (JGI)	2761201889	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria europaea	Yes	12/18/17	63634465	22250	Unrestricted
2761201777	Eukaryota	Permanent Draft	1000 Fungal Genomes	Byssothecium circinans CBS 675.92	DOE Joint Genome Institute (JGI)	2761201777	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Byssothecium	Byssothecium circinans	Yes	12/18/17	49131178	15785	Unrestricted
2761201689	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Nadsonia fulvescens elongata DSM 6958	DOE Joint Genome Institute (JGI)	2761201689	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified	Nadsonia	Nadsonia fulvescens	Yes	12/18/17	13737305	5657	Unrestricted
2761201630	Eukaryota	Permanent Draft	Endophytic fungal isolates - JBEI	Hypoxylon sp. CO27-5	DOE Joint Genome Institute (JGI)	2761201630	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. CO27-5	Yes	12/18/17	44895998	12256	Unrestricted
2761201903	Eukaryota	Permanent Draft	1000 Fungal Genomes	Monascus purpureus NRRL 1596	DOE Joint Genome Institute (JGI)	2761201903	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	Monascus purpureus	Yes	12/18/17	23392759	8918	Unrestricted
2761201721	Eukaryota	Permanent Draft	Neurospora	Neurospora tetrasperma FGSC 2508	DOE Joint Genome Institute (JGI)	2761201721	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma	Yes	12/18/17	39046084	10380	Unrestricted
2761201898	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium lanosocoeruleum ATCC 48919	DOE Joint Genome Institute (JGI)	2761201898	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium lanosocoeruleum	Yes	12/18/17	29050109	10698	Unrestricted
2761201698	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Tortispora caseinolytica NRRL Y-17796	DOE Joint Genome Institute (JGI)	2761201698	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Tortispora	Tortispora caseinolytica	Yes	12/18/17	9180161	4657	Unrestricted
2761201786	Eukaryota	Permanent Draft	1000 Fungal Genomes	Plenodomus tracheiphilus IPT5	DOE Joint Genome Institute (JGI)	2761201786	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus tracheiphilus	Yes	12/18/17	34078451	13209	Unrestricted
2761201612	Eukaryota	Permanent Draft	Endophytic fungal isolates - JBEI	Hypoxylon sp. CI-4A	DOE Joint Genome Institute (JGI)	2761201612	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. CI-4A	Yes	12/18/17	35754754	11712	Unrestricted
2761201700	Eukaryota	Permanent Draft	Genome-enabled Investigations of the Role of Secreted Proteins and Reactive Metabolites in Carbon Degradation by Pure and Mixed Ascomycete Fungal Communities	Pyrenochaeta sp. DS3sAY3a	DOE Joint Genome Institute (JGI)	2761201700	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. DS3sAY3a	Yes	12/18/17	38494911	14995	Unrestricted
2761201824	Eukaryota	Permanent Draft	1000 Fungal Genomes	Teratosphaeria nubilosa CBS 116005	DOE Joint Genome Institute (JGI)	2761201824	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria nubilosa	Yes	12/18/17	28005585	10998	Unrestricted
2761201755	Eukaryota	Permanent Draft	Yeast-based biofuel production - 2 xylose fermenting fungi	Spathaspora passalidarum NRRL Y-27907	DOE Joint Genome Institute (JGI)	2761201755	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	Spathaspora passalidarum	Yes	12/18/17	13182099	5983	Unrestricted
2761201812	Eukaryota	Permanent Draft	1000 Fungal Genomes	Dothidotthia symphoricarpi CBS 119687	DOE Joint Genome Institute (JGI)	2761201812	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Dothidotthia	Dothidotthia symphoricarpi	Yes	12/18/17	34402013	11790	Unrestricted
2761201723	Eukaryota	Finished	Thielavia terrestris -- a Thermophilic Biomass-Degrading Fungus	Thermothielavioides terrestris NRRL 8126	DOE Joint Genome Institute (JGI)	2761201723	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	Thermothielavioides terrestris	Yes	12/18/17	36912256	9813	Unrestricted
2761201781	Eukaryota	Permanent Draft	1000 Fungal Genomes	Didymosphaeria enalia CBS 304.66	DOE Joint Genome Institute (JGI)	2761201781	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria enalia	Yes	12/18/17	55275930	13748	Unrestricted
2761201872	Eukaryota	Permanent Draft	1000 Fungal Genomes	Patellaria atrata CBS 101060	DOE Joint Genome Institute (JGI)	2761201872	Ascomycota	Dothideomycetes	Patellariales	Patellariaceae	Patellaria	Patellaria atrata	Yes	12/18/17	28538222	9794	Unrestricted
2761201752	Eukaryota	Permanent Draft	Nomination of Aspergillus carbonarius and Aspergillus aculeatus as sequencing targets	Aspergillus carbonarius ITEM 5010	DOE Joint Genome Institute (JGI)	2761201752	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius	Yes	12/18/17	35742332	11624	Unrestricted
2761201843	Eukaryota	Permanent Draft	FGP Biocontrol Fungi	Trichoderma harzianum CBS 226.95	DOE Joint Genome Institute (JGI)	2761201843	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum	Yes	12/18/17	39555163	14095	Unrestricted
2761201815	Eukaryota	Permanent Draft	1000 Fungal Genomes	Pseudovirgaria hyperparasitica CBS 121739	DOE Joint Genome Institute (JGI)	2761201815	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria	Pseudovirgaria hyperparasitica	Yes	12/18/17	35138262	11232	Unrestricted
2761201796	Eukaryota	Permanent Draft	A Phylogenomic Framework to Investigate Fungal Thermophily	Trichocladium antarcticum CBS 123565	DOE Joint Genome Institute (JGI)	2761201796	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium antarcticum	Yes	12/18/17	40202244	9204	Unrestricted
2761201749	Eukaryota	Permanent Draft	1000 Fungal Genomes	Pseudomassariella vexata CBS 129021 Standard Draft	DOE Joint Genome Institute (JGI)	2761201749	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella	Pseudomassariella vexata	Yes	12/18/17	44708064	12565	Unrestricted
2761201744	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Ascoidea rubescens DSM 1968	DOE Joint Genome Institute (JGI)	2761201744	Ascomycota	Saccharomycetes	Saccharomycetales	Ascoideaceae	Ascoidea	Ascoidea rubescens	Yes	12/18/17	17493815	6802	Unrestricted
2761201810	Eukaryota	Permanent Draft	1000 Fungal Genomes	Thozetella sp. PMI_491	DOE Joint Genome Institute (JGI)	2761201810	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Thozetella	Thozetella sp. PMI_491	Yes	12/18/17	72629177	23281	Unrestricted
2761201875	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium expansum ATCC 24692	DOE Joint Genome Institute (JGI)	2761201875	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum	Yes	12/18/17	32448956	11807	Unrestricted
2761201670	Eukaryota	Permanent Draft	Trichoderma virens	Trichoderma virens Gv29-8	DOE Joint Genome Institute (JGI)	2761201670	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma virens	Yes	12/18/17	39013946	12423	Unrestricted
2761201870	Eukaryota	Permanent Draft	Sequencing of pathogens and extremophiles in the Dothideomycetes	Viridothelium virens Tuck. ex Michener	DOE Joint Genome Institute (JGI)	2761201870	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Viridothelium	Viridothelium virens	Yes	12/18/17	30996486	11858	Unrestricted
2761201675	Eukaryota	Permanent Draft	Genome-enabled Investigations of the Role of Secreted Proteins and Reactive Metabolites in Carbon Degradation by Pure and Mixed Ascomycete Fungal Communities	Stagonospora sp. SRC1lsM3a	DOE Joint Genome Institute (JGI)	2761201675	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	Stagonospora sp. SRC1lsM3a	Yes	12/18/17	36079411	14430	Unrestricted
2761201791	Eukaryota	Permanent Draft	1000 Fungal Genomes	Delitschia confertaspora ATCC 74209	DOE Joint Genome Institute (JGI)	2761201791	Ascomycota	Dothideomycetes	Pleosporales	Delitschiaceae	Delitschia	Delitschia confertaspora	Yes	12/18/17	31095871	10157	Unrestricted
2761201737	Eukaryota	Permanent Draft	Dothideomycete sequencing and comparative analysis	Exserohilum turcicum Et28A	DOE Joint Genome Institute (JGI)	2761201737	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum turcicum	Yes	12/18/17	42241257	11702	Unrestricted
2761201766	Eukaryota	Permanent Draft	1000 Fungal Genomes	Clathrospora elynae CBS 161.51	DOE Joint Genome Institute (JGI)	2761201766	Ascomycota	Dothideomycetes	Pleosporales	Diademaceae	Clathrospora	Clathrospora elynae	Yes	12/18/17	37256772	13617	Unrestricted
2761201832	Eukaryota	Permanent Draft	1000 Fungal Genomes	Myriangium duriaei CBS 260.36	DOE Joint Genome Institute (JGI)	2761201832	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium duriaei	Yes	12/18/17	25685045	10685	Unrestricted
2761201899	Eukaryota	Permanent Draft	FGP Biocontrol Fungi	Trichoderma asperellum CBS 433.97	DOE Joint Genome Institute (JGI)	2761201899	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum	Yes	12/18/17	36512870	12586	Unrestricted
2761201888	Eukaryota	Permanent Draft	1000 Fungal Genomes	Piedraia hortae 480.64 Standard Draft	DOE Joint Genome Institute (JGI)	2761201888	Ascomycota	Dothideomycetes	Capnodiales	Piedraiaceae	Piedraia	Piedraia hortae	Yes	12/18/17	16946159	7572	Unrestricted
2761201641	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus brasiliensis CBS 101740	DOE Joint Genome Institute (JGI)	2761201641	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brasiliensis	Yes	12/18/17	35789299	13000	Unrestricted
2761201607	Eukaryota	Permanent Draft	The varieties of the black yeast-like fungus Aureobasidium pullulans: evolution and use in biotechnology	Aureobasidium pullulans melanogenum CBS 110374	DOE Joint Genome Institute (JGI)	2761201607	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum	Yes	12/18/17	26141796	10594	Unrestricted
