"Feature"	"FeatureName"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Loigolactobacillus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus"	"0"	"11"	"0"	"3.14112506383727"	"0.178407720562213"	"0.20327821361356"	"0"	"0"	"0"	"10"	"26"	"8"	"6"	"5"	"11"
"Loktanella"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella"	"44.3333333333333"	"1255.66666666667"	"44.3333333333333"	"625.718715647144"	"1.49828903747698e-18"	"4.5502541005462e-18"	"0"	"0"	"133"	"779"	"4330"	"429"	"484"	"376"	"1136"
"Lomovskayavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Lomovskayavirus"	"0"	"0.5"	"0"	"0.341565025531987"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"
"Lonepinella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Lonepinella"	"0"	"3.33333333333333"	"0"	"1.47572957474524"	"1"	"1"	"0"	"0"	"0"	"5"	"9"	"0"	"0"	"1"	"5"
"Lonfivirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;Kirjokansivirales;Shortaselviridae;Lonfivirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"Longibacter"	"Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Salisaetaceae;Longibacter"	"0"	"255.166666666667"	"0"	"52.2987677781333"	"5.55980072650419e-25"	"1.99257287782096e-24"	"0"	"0"	"0"	"226"	"509"	"178"	"169"	"252"	"197"
"Longibaculum"	"Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longibaculum"	"0"	"3.16666666666667"	"0"	"0.98036274465685"	"1"	"1"	"0"	"0"	"0"	"6"	"6"	"2"	"2"	"0"	"3"
"Longicatena"	"Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longicatena"	"0"	"1"	"0"	"0.632455532033676"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"1"
"Longimicrobium"	"Bacteria;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;Longimicrobium"	"0"	"1938.16666666667"	"0"	"769.169786920359"	"1.61177815799803e-186"	"2.04116095582043e-185"	"0"	"0"	"0"	"1435"	"5726"	"1034"	"844"	"904"	"1686"
"Longimonas"	"Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Salisaetaceae;Longimonas"	"0"	"159.5"	"0"	"33.6380241195387"	"1.10945368549139e-15"	"3.08032028450122e-15"	"0"	"0"	"0"	"107"	"324"	"132"	"120"	"157"	"117"
"Longispora"	"Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Longispora"	"0"	"154.666666666667"	"0"	"48.1010510395678"	"3.63769392002535e-15"	"9.89403337840511e-15"	"0"	"0"	"0"	"148"	"385"	"84"	"82"	"77"	"152"
"Lonsdalea"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Lonsdalea"	"0"	"17.5"	"0"	"5.31507290636732"	"0.0350152091688763"	"0.0440817001453626"	"0"	"0"	"0"	"16"	"43"	"9"	"7"	"15"	"15"
"Lophiostoma"	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Lophiostoma"	"0"	"8.66666666666667"	"0"	"2.56471787488951"	"0.265725898951981"	"0.294962508685982"	"0"	"0"	"0"	"6"	"14"	"12"	"0"	"4"	"16"
"Lophium"	"Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Lophium"	"0"	"19.6666666666667"	"0"	"5.92546294487706"	"0.0237215949168308"	"0.0304015960454104"	"0"	"0"	"0"	"18"	"27"	"18"	"6"	"5"	"44"
"Lottia"	"Eukaryota;Mollusca;Gastropoda;unclassified Gastropoda;Lottiidae;Lottia"	"1.66666666666667"	"130"	"1.66666666666667"	"30.9569593683445"	"1.4244542691996e-07"	"2.72474715135255e-07"	"0"	"0"	"5"	"65"	"126"	"214"	"52"	"230"	"93"
"Lowelvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Kyanoviridae;Lowelvirus"	"0"	"2.33333333333333"	"0"	"0.918936583472682"	"1"	"1"	"0"	"0"	"0"	"2"	"6"	"1"	"0"	"1"	"4"
"Lubbockvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Lubbockvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"Luckytenvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Luckytenvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"Luminiphilus"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Luminiphilus"	"0"	"41"	"0"	"14.5510595261422"	"0.00022056061997221"	"0.000340895430000464"	"0"	"0"	"0"	"47"	"107"	"15"	"19"	"13"	"45"
"Lumosvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Vilmaviridae;Lumosvirus"	"0"	"0.833333333333333"	"0"	"0.477260702109212"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"
"Lunatimonas"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatimonas"	"0"	"217.333333333333"	"0"	"50.4847611771227"	"2.43972276391674e-21"	"7.87991102377947e-21"	"0"	"0"	"0"	"330"	"376"	"112"	"98"	"116"	"272"
"Luteibacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter"	"0"	"735.666666666667"	"0"	"212.618385323983"	"4.37341722822374e-71"	"2.95620860743225e-70"	"0"	"0"	"0"	"956"	"1622"	"409"	"280"	"295"	"852"
"Luteimicrobium"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;unclassified;Luteimicrobium"	"0"	"69.5"	"0"	"21.8460522749535"	"4.8482917396512e-07"	"8.97396114029026e-07"	"0"	"0"	"0"	"75"	"171"	"43"	"28"	"30"	"70"
"Luteimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas"	"0"	"4472.33333333333"	"0"	"568.557511993681"	"0"	"0"	"0"	"0"	"0"	"4980"	"6958"	"3418"	"4225"	"3053"	"4200"
"Luteipulveratus"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Luteipulveratus"	"0"	"533.166666666667"	"0"	"214.422234025402"	"1.3994454741949e-51"	"7.78441545020913e-51"	"0"	"0"	"0"	"661"	"1482"	"146"	"149"	"137"	"624"
"Luteitalea"	"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea"	"0"	"18452.5"	"0"	"7816.73479465691"	"0"	"0"	"0"	"0"	"0"	"27489"	"46483"	"2178"	"2017"	"1762"	"30786"
"Luteithermobacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Luteithermobacter"	"0"	"80.1666666666667"	"0"	"31.7526026929727"	"4.9849540743823e-08"	"9.73889808190298e-08"	"0"	"0"	"0"	"101"	"222"	"30"	"18"	"23"	"87"
"Luteococcus"	"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Luteococcus"	"0"	"115.833333333333"	"0"	"44.0888622871784"	"1.49871002709795e-11"	"3.48213700277145e-11"	"0"	"0"	"0"	"224"	"244"	"23"	"17"	"20"	"167"
"Lutibacter"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter"	"20.6666666666667"	"781.166666666667"	"20.6666666666667"	"287.867263006948"	"2.34024475795833e-22"	"7.78623489563706e-22"	"0"	"0"	"62"	"2077"	"814"	"315"	"210"	"304"	"967"
"Lutibaculum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Tepidamorphaceae;Lutibaculum"	"0"	"133.333333333333"	"0"	"58.6621210360182"	"3.33016409576059e-13"	"8.28404174131749e-13"	"0"	"0"	"0"	"155"	"398"	"39"	"27"	"24"	"157"
"Lutimaribacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Lutimaribacter"	"0"	"90.5"	"0"	"35.38243443669"	"4.95526341417984e-09"	"1.02430090187305e-08"	"0"	"0"	"0"	"75"	"258"	"42"	"36"	"29"	"103"
"Lutispora"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Lutispora"	"0"	"208"	"0"	"165.020806768924"	"2.59906618760643e-20"	"8.24495848028812e-20"	"0"	"0"	"0"	"1028"	"65"	"17"	"7"	"8"	"123"
"Luzseptimavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Schitoviridae;Luzseptimavirus"	"0"	"2.33333333333333"	"0"	"1.11554670204543"	"1"	"1"	"0"	"0"	"0"	"6"	"5"	"0"	"0"	"0"	"3"
"Lymphocryptovirus"	"Viruses;dsDNA viruses, no RNA stage;Herviviricetes;Herpesvirales;Herpesviridae;Lymphocryptovirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"
"Lymphocystivirus"	"Viruses;dsDNA viruses, no RNA stage;Megaviricetes;Pimascovirales;Iridoviridae;Lymphocystivirus"	"0"	"1.16666666666667"	"0"	"0.477260702109212"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"1"	"0"
"Lyngbya"	"Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae;Lyngbya"	"0.333333333333333"	"523.333333333333"	"0.333333333333333"	"108.371788046726"	"1.26183807350936e-48"	"6.76075114970567e-48"	"0"	"0"	"1"	"471"	"1047"	"405"	"304"	"410"	"503"
"Lysinibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus"	"0"	"193.666666666667"	"0"	"52.9972745630482"	"5.21129571715979e-19"	"1.59474608192741e-18"	"0"	"0"	"0"	"283"	"386"	"86"	"81"	"82"	"244"
"Lysinibacter"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Lysinibacter"	"0"	"45.6666666666667"	"0"	"13.390709880776"	"6.7971853178507e-05"	"0.000110046395949437"	"0"	"0"	"0"	"57"	"105"	"21"	"22"	"22"	"47"
"Lysobacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter"	"0"	"12751.3333333333"	"0"	"3395.38853610468"	"0"	"0"	"0"	"0"	"0"	"16480"	"26754"	"5840"	"7613"	"5137"	"14684"
"Macariavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Kyanoviridae;Macariavirus"	"0"	"1.66666666666667"	"0"	"0.843274042711568"	"1"	"1"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"2"
"Macavirus"	"Viruses;dsDNA viruses, no RNA stage;Herviviricetes;Herpesvirales;Herpesviridae;Macavirus"	"0"	"0.666666666666667"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"
"Macdonaldcampvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Macdonaldcampvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"Macellibacteroides"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Macellibacteroides"	"0"	"36.1666666666667"	"0"	"14.7680210063652"	"0.000725644289596789"	"0.00107141212159821"	"0"	"0"	"0"	"104"	"23"	"16"	"11"	"13"	"50"
"Machinavirus"	"Viruses;unclassified phages;Caudoviricetes;unclassified;unclassified;Machinavirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"
"Macrococcus"	"Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcus"	"0"	"19.5"	"0"	"4.73110276080887"	"0.0236187009465306"	"0.0303151826389521"	"0"	"0"	"0"	"27"	"37"	"10"	"5"	"17"	"21"
"Macrolepiota"	"Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Macrolepiota"	"0"	"4"	"0"	"1.06458129484475"	"1"	"1"	"0"	"0"	"0"	"6"	"6"	"2"	"1"	"2"	"7"
"Macromonas"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Macromonas"	"0"	"97.1666666666667"	"0"	"27.1236878842912"	"1.04049499760368e-09"	"2.21806119249647e-09"	"0"	"0"	"0"	"91"	"218"	"55"	"48"	"47"	"124"
"Macroventuria"	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Macroventuria"	"0"	"6"	"0"	"1.93218356615859"	"0.641276341213135"	"0.646522780757358"	"0"	"0"	"0"	"1"	"9"	"5"	"3"	"4"	"14"
"Mageeibacillus"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Mageeibacillus"	"0"	"7.83333333333333"	"0"	"3.28041325309954"	"0.418187468929015"	"0.441473690427863"	"0"	"0"	"0"	"22"	"12"	"1"	"1"	"5"	"6"
"Magnetococcus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus"	"0"	"85"	"0"	"26.94191282494"	"1.51543829218782e-08"	"3.05183173360765e-08"	"0"	"0"	"0"	"95"	"212"	"41"	"44"	"42"	"76"
"Magnetofaba"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetofaba"	"0"	"125.333333333333"	"0"	"44.7620871323539"	"2.41905583735834e-12"	"5.78407082305681e-12"	"0"	"0"	"0"	"119"	"338"	"63"	"47"	"56"	"129"
"Magnetospira"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Magnetospira"	"0"	"86.3333333333333"	"0"	"38.6476964959678"	"1.00117137338708e-08"	"2.04837361451609e-08"	"0"	"0"	"0"	"92"	"264"	"28"	"15"	"19"	"100"
"Magnetospirillum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum"	"0"	"1281.16666666667"	"0"	"515.493835505765"	"1.96072487923707e-123"	"1.88653528921188e-122"	"0"	"0"	"0"	"1443"	"3637"	"457"	"318"	"405"	"1427"
"Magnetovibrio"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Magnetovibrio"	"0"	"93.6666666666667"	"0"	"33.7980933058525"	"2.23060610993524e-09"	"4.67420665548235e-09"	"0"	"0"	"0"	"104"	"241"	"38"	"23"	"34"	"122"
"Mahella"	"Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella"	"0"	"90.5"	"0"	"24.8391492071152"	"4.95526341417984e-09"	"1.02430090187305e-08"	"0"	"0"	"0"	"116"	"193"	"51"	"40"	"36"	"107"
"Mailhella"	"Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella"	"0"	"20.3333333333333"	"0"	"7.06949628882976"	"0.0245657627048428"	"0.0312832685637187"	"0"	"0"	"0"	"29"	"52"	"8"	"11"	"9"	"13"
"Malaciobacter"	"Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter"	"0"	"38"	"0"	"8.44195869846961"	"0.000495569906277371"	"0.00074231228598069"	"0"	"0"	"0"	"63"	"58"	"20"	"18"	"21"	"48"
"Malacoplasma"	"Bacteria;Mycoplasmatota;unclassified;Mycoplasmoidales;Mycoplasmoidaceae;Malacoplasma"	"0"	"2.83333333333333"	"0"	"0.792324288266981"	"1"	"1"	"0"	"0"	"0"	"5"	"5"	"0"	"3"	"2"	"2"
"Malassezia"	"Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia"	"0"	"8.66666666666667"	"0"	"2.78886675511359"	"0.265725898951981"	"0.294962508685982"	"0"	"0"	"0"	"9"	"19"	"1"	"3"	"6"	"14"
"Maledivibacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Maledivibacter"	"0"	"42.6666666666667"	"0"	"14.7618125957184"	"0.000149174036125467"	"0.00023314810329073"	"0"	"0"	"0"	"106"	"42"	"17"	"15"	"15"	"61"
"Maliponia"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Maliponia"	"0"	"87.6666666666667"	"0"	"35.1147325839803"	"6.70340889100253e-09"	"1.38031632948407e-08"	"0"	"0"	"0"	"59"	"256"	"29"	"41"	"42"	"99"
"Malonomonas"	"Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Malonomonas"	"0"	"134"	"0"	"46.7140235903524"	"2.17971544150941e-13"	"5.50906412523151e-13"	"0"	"0"	"0"	"218"	"310"	"47"	"28"	"44"	"157"
"Mameliella"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Mameliella"	"0"	"104.333333333333"	"0"	"43.1398243441538"	"2.30931330906695e-10"	"5.06783550839076e-10"	"0"	"0"	"0"	"89"	"307"	"34"	"33"	"40"	"123"
"Mammaliicoccus"	"Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus"	"0"	"15.6666666666667"	"0"	"4.14460827796521"	"0.0521480677220758"	"0.0643569936704289"	"0"	"0"	"0"	"17"	"35"	"10"	"13"	"6"	"13"
"Mangrovactinospora"	"Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Mangrovactinospora"	"0"	"52"	"0"	"21.2884945451763"	"2.25263639066067e-05"	"3.75127182727484e-05"	"0"	"0"	"0"	"46"	"157"	"26"	"25"	"23"	"35"
"Mangrovibacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mangrovibacter"	"0"	"14.8333333333333"	"0"	"5.53423687402137"	"0.0802752403205976"	"0.0961861892248297"	"0"	"0"	"0"	"12"	"41"	"5"	"6"	"8"	"17"
"Mangrovibacterium"	"Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mangrovibacterium"	"0.333333333333333"	"1980"	"0.333333333333333"	"938.089441364735"	"8.76388174545807e-188"	"1.12317908449791e-186"	"0"	"0"	"1"	"5532"	"1926"	"170"	"128"	"183"	"3941"
"Mangrovicella"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Mangrovicella"	"0"	"153.833333333333"	"0"	"90.51424074574"	"3.34522057050616e-15"	"9.13732882174061e-15"	"0"	"0"	"0"	"138"	"592"	"20"	"26"	"17"	"130"
"Mangrovimonas"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mangrovimonas"	"6"	"153.333333333333"	"6"	"35.2615623275228"	"0.00371707821228852"	"0.00514227918487583"	"0"	"0"	"18"	"275"	"219"	"79"	"66"	"92"	"189"
"Mangrovitalea"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Mangrovitalea"	"0"	"65.8333333333333"	"0"	"24.357636265542"	"1.02689759726102e-06"	"1.86201465853102e-06"	"0"	"0"	"0"	"75"	"174"	"26"	"12"	"29"	"79"
"Manihot"	"Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot"	"0"	"27.1666666666667"	"0"	"10.8394854326414"	"0.0050158835872249"	"0.00686496839533045"	"0"	"0"	"0"	"27"	"67"	"5"	"3"	"10"	"51"
"Mannheimia"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia"	"0"	"13.5"	"0"	"4.18529170628126"	"0.12383291966903"	"0.144171756765833"	"0"	"0"	"0"	"20"	"29"	"8"	"3"	"4"	"17"
"Mapvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Mapvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"Marasmitruncus"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Marasmitruncus"	"0"	"14.3333333333333"	"0"	"5.51160392061855"	"0.0784939788747723"	"0.0944758483526561"	"0"	"0"	"0"	"27"	"35"	"5"	"8"	"1"	"10"
"Mardecavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Mardecavirus"	"0"	"0.833333333333333"	"0"	"0.401386485959743"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"2"
"Margalitia"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Margalitia"	"0"	"24.3333333333333"	"0"	"6.00925212577332"	"0.0116376108894256"	"0.0152627528815881"	"0"	"0"	"0"	"35"	"45"	"18"	"9"	"9"	"30"
"Maribacter"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter"	"47.3333333333333"	"924.166666666667"	"47.3333333333333"	"204.901995543669"	"7.44429301813192e-06"	"1.27548207647565e-05"	"0"	"0"	"142"	"1462"	"1380"	"485"	"396"	"530"	"1292"
"Maribius"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Maribius"	"0"	"65.1666666666667"	"0"	"23.4228046522567"	"9.86602647370318e-07"	"1.79810857916638e-06"	"0"	"0"	"0"	"49"	"182"	"40"	"42"	"37"	"41"
"Maricaulis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Maricaulis"	"0.333333333333333"	"239.333333333333"	"0.333333333333333"	"103.774649013031"	"9.74781407595019e-22"	"3.1772122379801e-21"	"0"	"0"	"1"	"282"	"682"	"52"	"41"	"38"	"341"
"Marichromatium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Marichromatium"	"0"	"123.666666666667"	"0"	"43.1722647592693"	"2.15813749322842e-12"	"5.20683172312037e-12"	"0"	"0"	"0"	"131"	"329"	"70"	"45"	"57"	"110"
"Maridesulfovibrio"	"Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio"	"0"	"146.5"	"0"	"44.8164776244928"	"1.51082743497607e-14"	"4.02384962731781e-14"	"0"	"0"	"0"	"198"	"326"	"62"	"41"	"70"	"182"
"Marihabitans"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Marihabitans"	"0"	"65.8333333333333"	"0"	"21.3251286305877"	"1.02689759726102e-06"	"1.86201465853102e-06"	"0"	"0"	"0"	"74"	"166"	"38"	"27"	"31"	"59"
"Marimonas"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marimonas"	"0"	"61.1666666666667"	"0"	"27.5419881473925"	"3.45411407585952e-06"	"6.04422801696008e-06"	"0"	"0"	"0"	"43"	"195"	"27"	"25"	"16"	"61"
"Marinactinospora"	"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Marinactinospora"	"0"	"66.6666666666667"	"0"	"23.6300185733693"	"6.67967737101289e-07"	"1.23281603091736e-06"	"0"	"0"	"0"	"50"	"182"	"38"	"35"	"30"	"65"
"Marinagarivorans"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans"	"0"	"37.3333333333333"	"0"	"10.3719707759797"	"0.000475495015634943"	"0.000716260474891564"	"0"	"0"	"0"	"54"	"79"	"26"	"10"	"19"	"36"
"Marinibacterium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marinibacterium"	"0"	"101.5"	"0"	"42.567397540058"	"3.12785241316923e-10"	"6.84538192062446e-10"	"0"	"0"	"0"	"100"	"302"	"35"	"28"	"36"	"108"
"Mariniblastus"	"Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus"	"0"	"1004.33333333333"	"0"	"356.195233607139"	"7.6068571605545e-97"	"6.3304858032251e-96"	"0"	"0"	"0"	"1182"	"2536"	"338"	"310"	"360"	"1300"
"Marinicauda"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Marinicauda"	"0"	"99.1666666666667"	"0"	"44.7507293547019"	"7.30534065413273e-10"	"1.57194838521432e-09"	"0"	"0"	"0"	"124"	"292"	"13"	"12"	"21"	"133"
"Marinicaulis"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Marinicaulis"	"0"	"136.333333333333"	"0"	"55.5989608216237"	"1.50550650521643e-13"	"3.82525205607727e-13"	"0"	"0"	"0"	"186"	"368"	"33"	"21"	"32"	"178"
"Marinicella"	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Marinicella"	"3"	"113.5"	"3"	"33.9163185895325"	"0.000329631558539618"	"0.000500804082853055"	"0"	"0"	"9"	"157"	"256"	"72"	"31"	"52"	"113"
"Marinifilum"	"Bacteria;Bacteroidota;Bacteroidia;Marinilabiliales;Marinifilaceae;Marinifilum"	"0"	"468.5"	"0"	"144.598928073482"	"1.75353820371249e-45"	"9.03269518439681e-45"	"0"	"0"	"0"	"979"	"504"	"201"	"127"	"204"	"796"
"Mariniflexile"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mariniflexile"	"35.3333333333333"	"176.166666666667"	"35.3333333333333"	"42.1310785261638"	"2.05294785350103e-23"	"7.01241462965597e-23"	"0"	"0"	"106"	"309"	"192"	"95"	"77"	"96"	"288"
"Marinilabilia"	"Bacteria;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Marinilabilia"	"0"	"505.333333333333"	"0"	"172.386323252294"	"6.04145435771081e-49"	"3.25324701884125e-48"	"0"	"0"	"0"	"1140"	"534"	"173"	"134"	"180"	"871"
"Marinilactibacillus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus"	"0"	"9.66666666666667"	"0"	"1.81964587519416"	"0.275704569097964"	"0.301796187013965"	"0"	"0"	"0"	"11"	"17"	"4"	"8"	"7"	"11"
